feature_id,timestamp,mask_id,writer_id,x_position,y_position,target_width,measured_width,cd_error,defect_flag,exposure_dose,temperature,humidity,vibration,day,week,month,hour,day_of_week
F_000472,2026-05-22 12:30:00,M_2026_05_22_05,MBMW_03,4849.4,2415.2,50.0,48.3,-1.7,0,14.12,21.7,49.6,0.031,22,21,5,12,4
F_000473,2026-05-22 12:40:00,M_2026_05_22_05,MBMW_04,215.8,1342.7,60.0,63.4,3.4,1,14.8,22.3,46.4,0.035,22,21,5,12,4
F_000474,2026-05-22 12:50:00,M_2026_05_22_05,MBMW_05,4455.7,1437.3,70.0,73.5,3.5,1,14.48,21.9,46.2,0.014,22,21,5,12,4
F_000475,2026-05-22 13:00:00,M_2026_05_22_05,MBMW_03,2638.5,3283.8,50.0,48.7,-1.3,0,14.0,22.1,51.8,0.045,22,21,5,13,4
F_000476,2026-05-22 13:10:00,M_2026_05_22_05,MBMW_04,4964.8,4842.7,40.0,45.9,5.9,1,15.21,21.9,49.8,0.024,22,21,5,13,4
F_000477,2026-05-22 13:20:00,M_2026_05_22_05,MBMW_05,369.0,3018.2,60.0,59.8,-0.2,0,14.08,22.2,50.7,0.023,22,21,5,13,4
F_000478,2026-05-22 13:30:00,M_2026_05_22_05,MBMW_03,2769.3,384.9,50.0,50.4,0.4,0,13.87,22.7,51.9,0.033,22,21,5,13,4
F_000479,2026-05-22 13:40:00,M_2026_05_22_05,MBMW_04,4846.5,377.9,70.0,72.0,2.0,0,14.73,21.9,50.2,0.027,22,21,5,13,4
F_000480,2026-05-22 13:50:00,M_2026_05_22_05,MBMW_05,2615.5,4757.1,50.0,51.1,1.1,0,14.25,23.0,50.9,0.028,22,21,5,13,4
F_000481,2026-05-25 09:00:00,M_2026_05_25_03,MBMW_03,3147.0,1486.5,80.0,82.3,2.3,0,14.91,20.5,49.1,0.059,25,22,5,9,0
F_000482,2026-05-25 09:10:00,M_2026_05_25_03,MBMW_04,3478.7,460.3,40.0,41.4,1.4,0,14.47,20.8,51.3,0.033,25,22,5,9,0
F_000483,2026-05-25 09:20:00,M_2026_05_25_03,MBMW_05,2272.7,2995.2,60.0,58.9,-1.1,0,13.23,20.7,52.4,0.031,25,22,5,9,0
F_000484,2026-05-25 09:30:00,M_2026_05_25_03,MBMW_03,3137.8,3118.2,80.0,78.7,-1.3,0,13.98,20.9,49.4,0.046,25,22,5,9,0
F_000485,2026-05-25 09:40:00,M_2026_05_25_03,MBMW_04,2921.6,3242.5,70.0,71.3,1.3,0,15.21,20.8,49.4,0.035,25,22,5,9,0
F_000486,2026-05-25 09:50:00,M_2026_05_25_03,MBMW_05,4505.8,1337.0,80.0,79.3,-0.7,0,13.54,20.8,49.9,0.012,25,22,5,9,0
F_000487,2026-05-25 10:00:00,M_2026_05_25_03,MBMW_03,227.2,75.6,80.0,84.2,4.2,1,14.83,20.7,49.1,0.034,25,22,5,10,0
F_000488,2026-05-25 10:10:00,M_2026_05_25_03,MBMW_04,1404.8,4825.1,70.0,74.0,4.0,1,15.24,21.3,48.6,0.046,25,22,5,10,0
F_000489,2026-05-25 10:20:00,M_2026_05_25_03,MBMW_05,4752.1,1254.5,80.0,82.9,2.9,0,14.14,21.1,51.6,0.022,25,22,5,10,0
F_000490,2026-05-25 10:30:00,M_2026_05_25_03,MBMW_03,4451.3,3380.1,60.0,71.4,11.4,1,14.19,21.0,48.8,0.048,25,22,5,10,0
F_000491,2026-05-25 10:40:00,M_2026_05_25_04,MBMW_04,2278.3,3533.1,50.0,48.9,-1.1,0,14.9,21.3,48.8,0.036,25,22,5,10,0
F_000492,2026-05-25 10:50:00,M_2026_05_25_04,MBMW_05,3100.7,3050.0,80.0,79.1,-0.9,0,14.26,20.8,51.6,0.021,25,22,5,10,0
F_000493,2026-05-25 11:00:00,M_2026_05_25_04,MBMW_03,1386.9,1564.5,60.0,62.1,2.1,0,14.52,21.4,51.8,0.042,25,22,5,11,0
F_000494,2026-05-25 11:10:00,M_2026_05_25_04,MBMW_04,940.6,1355.5,50.0,52.6,2.6,0,15.4,21.3,54.5,0.037,25,22,5,11,0
F_000495,2026-05-25 11:20:00,M_2026_05_25_04,MBMW_05,2318.5,2988.3,50.0,48.2,-1.8,0,14.01,21.4,52.4,0.014,25,22,5,11,0
F_000496,2026-05-25 11:30:00,M_2026_05_25_04,MBMW_03,1766.8,4330.5,80.0,80.7,0.7,0,13.99,21.6,51.6,0.042,25,22,5,11,0
F_000497,2026-05-25 11:40:00,M_2026_05_25_04,MBMW_04,2918.3,4733.7,60.0,61.2,1.2,0,14.44,22.0,51.9,0.033,25,22,5,11,0
F_000498,2026-05-25 11:50:00,M_2026_05_25_04,MBMW_05,388.7,529.5,80.0,80.1,0.1,0,13.58,21.7,49.7,0.04,25,22,5,11,0
F_000499,2026-05-25 12:00:00,M_2026_05_25_04,MBMW_03,4872.0,774.1,70.0,72.8,2.8,0,14.45,21.6,51.1,0.041,25,22,5,12,0
F_000500,2026-05-25 12:10:00,M_2026_05_25_04,MBMW_04,4931.1,4723.7,50.0,52.2,2.2,0,14.82,21.3,51.2,0.039,25,22,5,12,0
F_000501,2026-05-25 12:20:00,M_2026_05_25_05,MBMW_05,3490.8,3682.7,80.0,79.3,-0.7,0,14.1,21.0,48.9,0.014,25,22,5,12,0
F_000502,2026-05-25 12:30:00,M_2026_05_25_05,MBMW_03,2680.5,4415.0,50.0,51.5,1.5,0,14.23,21.9,49.9,0.032,25,22,5,12,0
F_000503,2026-05-25 12:40:00,M_2026_05_25_05,MBMW_04,1547.6,1013.2,60.0,59.3,-0.7,0,14.56,21.5,51.8,0.046,25,22,5,12,0
F_000504,2026-05-25 12:50:00,M_2026_05_25_05,MBMW_05,4069.0,2937.9,40.0,38.4,-1.6,0,14.27,21.2,49.8,0.032,25,22,5,12,0
F_000505,2026-05-25 13:00:00,M_2026_05_25_05,MBMW_03,3423.7,3505.7,80.0,77.8,-2.2,0,13.65,21.9,51.1,0.04,25,22,5,13,0
F_000506,2026-05-25 13:10:00,M_2026_05_25_05,MBMW_04,813.1,3400.6,80.0,82.5,2.5,0,14.65,22.1,51.6,0.035,25,22,5,13,0
F_000507,2026-05-25 13:20:00,M_2026_05_25_05,MBMW_05,4554.6,2040.8,50.0,51.7,1.7,0,14.33,22.4,51.4,0.014,25,22,5,13,0
F_000508,2026-05-25 13:30:00,M_2026_05_25_05,MBMW_03,4112.7,77.0,60.0,62.0,2.0,0,14.12,22.5,53.1,0.051,25,22,5,13,0
F_000509,2026-05-25 13:40:00,M_2026_05_25_05,MBMW_04,4749.0,2914.6,70.0,70.7,0.7,0,15.01,22.5,48.4,0.022,25,22,5,13,0
F_000510,2026-05-25 13:50:00,M_2026_05_25_05,MBMW_05,3628.6,1265.5,60.0,60.2,0.2,0,13.85,22.6,52.7,0.033,25,22,5,13,0
F_000511,2026-05-26 09:00:00,M_2026_05_26_03,MBMW_03,3067.1,2251.3,80.0,80.3,0.3,0,14.26,20.5,49.5,0.046,26,22,5,9,1
F_000512,2026-05-26 09:10:00,M_2026_05_26_03,MBMW_04,2091.2,4787.9,70.0,71.6,1.6,0,15.07,20.9,50.4,0.028,26,22,5,9,1
F_000513,2026-05-26 09:20:00,M_2026_05_26_03,MBMW_05,4663.6,1995.2,60.0,60.7,0.7,0,13.71,21.2,50.2,0.036,26,22,5,9,1
F_000514,2026-05-26 09:30:00,M_2026_05_26_03,MBMW_03,4330.3,4199.0,40.0,42.2,2.2,0,14.62,21.0,50.3,0.06,26,22,5,9,1
F_000515,2026-05-26 09:40:00,M_2026_05_26_03,MBMW_04,226.1,942.7,50.0,56.2,6.2,1,14.91,21.0,47.8,0.028,26,22,5,9,1
F_000516,2026-05-26 09:50:00,M_2026_05_26_03,MBMW_05,131.8,3362.3,60.0,59.5,-0.5,0,14.48,21.1,50.8,0.034,26,22,5,9,1
F_000517,2026-05-26 10:00:00,M_2026_05_26_03,MBMW_03,1882.3,4885.0,60.0,63.4,3.4,1,14.46,21.2,46.5,0.053,26,22,5,10,1
F_000518,2026-05-26 10:10:00,M_2026_05_26_03,MBMW_04,4052.8,509.5,40.0,40.8,0.8,0,14.58,21.1,53.6,0.042,26,22,5,10,1
F_000519,2026-05-26 10:20:00,M_2026_05_26_03,MBMW_05,4936.4,41.6,80.0,81.4,1.4,0,14.62,20.9,50.3,0.039,26,22,5,10,1
F_000520,2026-05-26 10:30:00,M_2026_05_26_03,MBMW_03,752.1,2167.9,50.0,49.4,-0.6,0,14.11,20.7,51.9,0.045,26,22,5,10,1
F_000521,2026-05-26 10:40:00,M_2026_05_26_04,MBMW_04,2970.7,463.1,60.0,62.5,2.5,0,14.84,21.2,51.1,0.04,26,22,5,10,1
F_000522,2026-05-26 10:50:00,M_2026_05_26_04,MBMW_05,1904.5,3741.9,70.0,72.4,2.4,0,14.39,21.3,49.8,0.035,26,22,5,10,1
F_000523,2026-05-26 11:00:00,M_2026_05_26_04,MBMW_03,4849.6,4572.7,60.0,62.2,2.2,0,13.84,21.4,48.7,0.044,26,22,5,11,1
F_000524,2026-05-26 11:10:00,M_2026_05_26_04,MBMW_04,4210.6,2170.1,50.0,55.3,5.3,1,15.34,21.7,48.4,0.034,26,22,5,11,1
F_000525,2026-05-26 11:20:00,M_2026_05_26_04,MBMW_05,4191.6,1293.6,60.0,58.5,-1.5,0,13.76,21.8,51.5,0.02,26,22,5,11,1
F_000526,2026-05-26 11:30:00,M_2026_05_26_04,MBMW_03,2343.5,2172.0,40.0,41.3,1.3,0,14.27,21.5,51.4,0.053,26,22,5,11,1
F_000527,2026-05-26 11:40:00,M_2026_05_26_04,MBMW_04,2074.1,3617.2,60.0,62.7,2.7,0,14.99,21.5,51.1,0.041,26,22,5,11,1
F_000528,2026-05-26 11:50:00,M_2026_05_26_04,MBMW_05,1367.0,45.3,60.0,60.1,0.1,0,14.1,21.8,49.8,0.024,26,22,5,11,1
F_000529,2026-05-26 12:00:00,M_2026_05_26_04,MBMW_03,281.9,2947.3,70.0,72.2,2.2,0,14.65,21.8,50.8,0.043,26,22,5,12,1
F_000530,2026-05-26 12:10:00,M_2026_05_26_04,MBMW_04,4323.6,3066.5,40.0,39.4,-0.6,0,14.43,21.6,49.1,0.022,26,22,5,12,1
F_000531,2026-05-26 12:20:00,M_2026_05_26_05,MBMW_05,4064.5,3188.4,40.0,41.1,1.1,0,14.33,22.0,48.6,0.01,26,22,5,12,1
F_000532,2026-05-26 12:30:00,M_2026_05_26_05,MBMW_03,4998.6,1210.1,60.0,61.9,1.9,0,14.65,21.8,49.4,0.046,26,22,5,12,1
F_000533,2026-05-26 12:40:00,M_2026_05_26_05,MBMW_04,4983.2,3570.3,70.0,73.0,3.0,0,15.22,21.9,49.5,0.033,26,22,5,12,1
F_000534,2026-05-26 12:50:00,M_2026_05_26_05,MBMW_05,2777.2,457.0,60.0,60.2,0.2,0,13.64,22.1,52.8,0.034,26,22,5,12,1
F_000535,2026-05-26 13:00:00,M_2026_05_26_05,MBMW_03,3844.9,996.4,60.0,60.6,0.6,0,13.97,21.9,47.1,0.046,26,22,5,13,1
F_000536,2026-05-26 13:10:00,M_2026_05_26_05,MBMW_04,4723.8,4387.4,50.0,52.4,2.4,0,14.81,22.1,49.7,0.048,26,22,5,13,1
F_000537,2026-05-26 13:20:00,M_2026_05_26_05,MBMW_05,4248.2,3693.6,50.0,51.4,1.4,0,13.71,22.2,51.0,0.016,26,22,5,13,1
F_000538,2026-05-26 13:30:00,M_2026_05_26_05,MBMW_03,1236.7,68.7,70.0,69.8,-0.2,0,13.88,22.5,53.6,0.06,26,22,5,13,1
F_000539,2026-05-26 13:40:00,M_2026_05_26_05,MBMW_04,2252.7,1241.9,80.0,81.4,1.4,0,14.8,22.5,48.3,0.029,26,22,5,13,1
F_000540,2026-05-26 13:50:00,M_2026_05_26_05,MBMW_05,645.8,1072.0,50.0,52.0,2.0,0,14.19,22.4,47.2,0.029,26,22,5,13,1
F_000541,2026-05-27 09:00:00,M_2026_05_27_03,MBMW_03,4770.3,1354.0,80.0,85.0,5.0,1,15.26,20.2,50.0,0.045,27,22,5,9,2
F_000542,2026-05-27 09:10:00,M_2026_05_27_03,MBMW_04,3030.9,1237.8,40.0,42.3,2.3,0,15.08,21.1,49.0,0.031,27,22,5,9,2
F_000543,2026-05-27 09:20:00,M_2026_05_27_03,MBMW_05,1143.2,312.6,50.0,49.6,-0.4,0,14.65,21.1,48.4,0.014,27,22,5,9,2
F_000544,2026-05-27 09:30:00,M_2026_05_27_03,MBMW_03,3358.5,2294.7,50.0,50.5,0.5,0,14.41,21.2,49.8,0.034,27,22,5,9,2
F_000545,2026-05-27 09:40:00,M_2026_05_27_03,MBMW_04,3090.6,3663.7,70.0,70.6,0.6,0,15.09,20.8,50.8,0.041,27,22,5,9,2
F_000546,2026-05-27 09:50:00,M_2026_05_27_03,MBMW_05,1790.8,3033.7,80.0,77.8,-2.2,0,14.08,20.5,50.7,0.021,27,22,5,9,2
F_000547,2026-05-27 10:00:00,M_2026_05_27_03,MBMW_03,567.8,3364.4,50.0,52.9,2.9,0,15.23,21.4,49.9,0.059,27,22,5,10,2
F_000548,2026-05-27 10:10:00,M_2026_05_27_03,MBMW_04,3357.9,405.7,50.0,50.2,0.2,0,14.72,20.8,52.1,0.03,27,22,5,10,2
F_000549,2026-05-27 10:20:00,M_2026_05_27_03,MBMW_05,2601.5,4757.5,70.0,69.6,-0.4,0,13.96,21.6,49.9,0.04,27,22,5,10,2
F_000550,2026-05-27 10:30:00,M_2026_05_27_03,MBMW_03,3861.6,4192.5,70.0,71.7,1.7,0,14.66,21.1,49.7,0.036,27,22,5,10,2
F_000551,2026-05-27 10:40:00,M_2026_05_27_04,MBMW_04,2600.8,4025.5,80.0,83.3,3.3,1,14.99,21.0,51.1,0.023,27,22,5,10,2
F_000552,2026-05-27 10:50:00,M_2026_05_27_04,MBMW_05,4260.9,4114.9,40.0,40.9,0.9,0,14.0,21.4,47.2,0.019,27,22,5,10,2
F_000553,2026-05-27 11:00:00,M_2026_05_27_04,MBMW_03,2759.5,4663.6,40.0,48.4,8.4,1,14.72,21.6,51.1,0.057,27,22,5,11,2
F_000554,2026-05-27 11:10:00,M_2026_05_27_04,MBMW_04,2804.7,2721.3,60.0,61.6,1.6,0,14.92,21.6,49.3,0.036,27,22,5,11,2
F_000555,2026-05-27 11:20:00,M_2026_05_27_04,MBMW_05,4383.3,1001.4,50.0,51.2,1.2,0,14.12,21.6,47.3,0.014,27,22,5,11,2
F_000556,2026-05-27 11:30:00,M_2026_05_27_04,MBMW_03,2017.4,3083.9,80.0,80.3,0.3,0,14.5,21.3,50.8,0.036,27,22,5,11,2
F_000557,2026-05-27 11:40:00,M_2026_05_27_04,MBMW_04,670.1,3714.4,50.0,50.3,0.3,0,14.41,21.1,49.1,0.029,27,22,5,11,2
F_000558,2026-05-27 11:50:00,M_2026_05_27_04,MBMW_05,143.9,3689.6,80.0,79.7,-0.3,0,13.65,21.5,46.8,0.028,27,22,5,11,2
F_000559,2026-05-27 12:00:00,M_2026_05_27_04,MBMW_03,3775.7,2607.2,80.0,83.2,3.2,1,14.76,21.3,48.3,0.04,27,22,5,12,2
F_000560,2026-05-27 12:10:00,M_2026_05_27_04,MBMW_04,3101.5,342.3,80.0,80.2,0.2,0,14.73,21.9,53.4,0.042,27,22,5,12,2
F_000561,2026-05-27 12:20:00,M_2026_05_27_05,MBMW_05,3520.4,1855.6,50.0,49.9,-0.1,0,14.09,22.1,48.9,0.028,27,22,5,12,2
F_000562,2026-05-27 12:30:00,M_2026_05_27_05,MBMW_03,1064.8,4603.8,70.0,84.2,14.2,1,14.92,21.9,50.6,0.056,27,22,5,12,2
F_000563,2026-05-27 12:40:00,M_2026_05_27_05,MBMW_04,681.9,2922.2,50.0,53.9,3.9,1,14.91,21.9,47.8,0.035,27,22,5,12,2
F_000564,2026-05-27 12:50:00,M_2026_05_27_05,MBMW_05,72.7,2691.7,80.0,81.4,1.4,0,14.07,21.9,54.1,0.02,27,22,5,12,2
F_000565,2026-05-27 13:00:00,M_2026_05_27_05,MBMW_03,1752.9,1344.3,60.0,63.0,3.0,0,14.71,22.3,50.0,0.06,27,22,5,13,2
F_000566,2026-05-27 13:10:00,M_2026_05_27_05,MBMW_04,2949.6,1842.2,40.0,42.8,2.8,0,14.76,21.6,48.4,0.031,27,22,5,13,2
F_000567,2026-05-27 13:20:00,M_2026_05_27_05,MBMW_05,1961.2,4476.7,80.0,84.2,4.2,1,14.5,21.8,51.5,0.023,27,22,5,13,2
F_000568,2026-05-27 13:30:00,M_2026_05_27_05,MBMW_03,2187.4,3332.3,60.0,61.9,1.9,0,14.7,22.8,53.7,0.054,27,22,5,13,2
F_000569,2026-05-27 13:40:00,M_2026_05_27_05,MBMW_04,4520.8,3936.9,70.0,73.6,3.6,1,15.49,21.9,48.7,0.023,27,22,5,13,2
F_000570,2026-05-27 13:50:00,M_2026_05_27_05,MBMW_05,1741.3,2271.7,80.0,78.8,-1.2,0,13.93,22.5,48.0,0.022,27,22,5,13,2
F_000571,2026-05-28 09:00:00,M_2026_05_28_03,MBMW_03,2569.9,3151.2,60.0,65.8,5.8,1,14.85,21.2,53.1,0.033,28,22,5,9,3
F_000572,2026-05-28 09:10:00,M_2026_05_28_03,MBMW_04,3918.3,1241.9,80.0,81.3,1.3,0,15.11,20.4,48.4,0.024,28,22,5,9,3
F_000573,2026-05-28 09:20:00,M_2026_05_28_03,MBMW_05,1982.7,3527.3,50.0,48.4,-1.6,0,13.75,20.5,48.4,0.01,28,22,5,9,3
F_000574,2026-05-28 09:30:00,M_2026_05_28_03,MBMW_03,3110.4,2138.0,60.0,56.5,-3.5,1,13.67,21.4,44.7,0.03,28,22,5,9,3
F_000575,2026-05-28 09:40:00,M_2026_05_28_03,MBMW_04,4311.8,2212.7,50.0,51.4,1.4,0,14.71,20.8,49.0,0.031,28,22,5,9,3
F_000576,2026-05-28 09:50:00,M_2026_05_28_03,MBMW_05,4747.6,3246.6,50.0,49.7,-0.3,0,14.23,20.8,46.5,0.034,28,22,5,9,3
F_000577,2026-05-28 10:00:00,M_2026_05_28_03,MBMW_03,735.4,4681.4,60.0,62.2,2.2,0,14.58,21.0,48.2,0.048,28,22,5,10,3
F_000578,2026-05-28 10:10:00,M_2026_05_28_03,MBMW_04,4632.9,320.0,40.0,40.4,0.4,0,14.93,20.9,45.4,0.039,28,22,5,10,3
F_000579,2026-05-28 10:20:00,M_2026_05_28_03,MBMW_05,2460.6,4123.7,60.0,61.1,1.1,0,14.13,21.4,52.0,0.026,28,22,5,10,3
F_000580,2026-05-28 10:30:00,M_2026_05_28_03,MBMW_03,1291.2,1461.9,40.0,42.5,2.5,0,14.41,20.9,46.7,0.055,28,22,5,10,3
F_000581,2026-05-28 10:40:00,M_2026_05_28_04,MBMW_04,2295.7,2219.6,80.0,82.6,2.6,0,15.26,20.7,45.8,0.046,28,22,5,10,3
F_000582,2026-05-28 10:50:00,M_2026_05_28_04,MBMW_05,4900.2,109.6,80.0,80.0,0.0,0,13.72,21.7,48.0,0.035,28,22,5,10,3
F_000583,2026-05-28 11:00:00,M_2026_05_28_04,MBMW_03,2463.1,1505.2,60.0,60.9,0.9,0,14.53,21.1,52.3,0.054,28,22,5,11,3
F_000584,2026-05-28 11:10:00,M_2026_05_28_04,MBMW_04,1643.8,2513.2,80.0,81.1,1.1,0,14.71,21.2,49.0,0.025,28,22,5,11,3
F_000585,2026-05-28 11:20:00,M_2026_05_28_04,MBMW_05,3167.0,280.9,70.0,69.9,-0.1,0,13.88,21.7,49.3,0.028,28,22,5,11,3
F_000586,2026-05-28 11:30:00,M_2026_05_28_04,MBMW_03,1200.7,2455.5,50.0,53.3,3.3,1,14.81,21.6,50.9,0.047,28,22,5,11,3
F_000587,2026-05-28 11:40:00,M_2026_05_28_04,MBMW_04,379.3,4635.6,50.0,53.4,3.4,1,14.66,21.9,49.7,0.036,28,22,5,11,3
F_000588,2026-05-28 11:50:00,M_2026_05_28_04,MBMW_05,644.4,527.0,40.0,40.2,0.2,0,14.11,21.9,52.5,0.024,28,22,5,11,3
F_000589,2026-05-28 12:00:00,M_2026_05_28_04,MBMW_03,640.2,3822.2,80.0,83.8,3.8,1,15.04,21.6,49.5,0.033,28,22,5,12,3
F_000590,2026-05-28 12:10:00,M_2026_05_28_04,MBMW_04,759.5,2048.4,40.0,44.0,4.0,1,15.21,22.1,49.5,0.023,28,22,5,12,3
F_000591,2026-05-28 12:20:00,M_2026_05_28_05,MBMW_05,694.1,3275.9,50.0,48.8,-1.2,0,14.02,21.9,54.5,0.037,28,22,5,12,3
F_000592,2026-05-28 12:30:00,M_2026_05_28_05,MBMW_03,3204.4,1301.2,50.0,48.4,-1.6,0,14.35,21.7,50.1,0.049,28,22,5,12,3
F_000593,2026-05-28 12:40:00,M_2026_05_28_05,MBMW_04,909.4,797.5,80.0,81.6,1.6,0,14.59,22.0,50.4,0.028,28,22,5,12,3
F_000594,2026-05-28 12:50:00,M_2026_05_28_05,MBMW_05,1728.3,802.3,70.0,72.6,2.6,0,14.55,21.6,49.5,0.018,28,22,5,12,3
F_000595,2026-05-28 13:00:00,M_2026_05_28_05,MBMW_03,4483.9,352.5,70.0,72.6,2.6,0,14.76,22.3,45.0,0.048,28,22,5,13,3
F_000596,2026-05-28 13:10:00,M_2026_05_28_05,MBMW_04,2369.8,928.2,80.0,83.6,3.6,1,15.17,22.3,51.5,0.104,28,22,5,13,3
F_000597,2026-05-28 13:20:00,M_2026_05_28_05,MBMW_05,3337.8,3321.1,80.0,80.1,0.1,0,14.4,22.2,53.0,0.023,28,22,5,13,3
F_000598,2026-05-28 13:30:00,M_2026_05_28_05,MBMW_03,861.6,4408.5,40.0,40.9,0.9,0,14.23,21.7,52.1,0.132,28,22,5,13,3
F_000599,2026-05-28 13:40:00,M_2026_05_28_05,MBMW_04,961.4,4070.6,80.0,81.7,1.7,0,14.5,22.7,48.4,0.024,28,22,5,13,3
F_000600,2026-05-28 13:50:00,M_2026_05_28_05,MBMW_05,204.3,3425.7,70.0,70.2,0.2,0,14.33,22.5,49.1,0.022,28,22,5,13,3
F_000601,2026-05-29 09:00:00,M_2026_05_29_03,MBMW_03,844.7,552.2,80.0,82.7,2.7,0,14.73,21.0,49.2,0.051,29,22,5,9,4
F_000602,2026-05-29 09:10:00,M_2026_05_29_03,MBMW_04,1393.0,1445.9,40.0,42.3,2.3,0,15.45,21.0,49.3,0.021,29,22,5,9,4
F_000603,2026-05-29 09:20:00,M_2026_05_29_03,MBMW_05,885.1,1549.0,40.0,38.8,-1.2,0,14.11,20.9,50.2,0.02,29,22,5,9,4
F_000604,2026-05-29 09:30:00,M_2026_05_29_03,MBMW_03,443.5,1249.8,40.0,42.4,2.4,0,14.36,21.0,49.4,0.051,29,22,5,9,4
F_000605,2026-05-29 09:40:00,M_2026_05_29_03,MBMW_04,603.2,2575.0,40.0,41.4,1.4,0,14.9,21.3,48.4,0.044,29,22,5,9,4
F_000606,2026-05-29 09:50:00,M_2026_05_29_03,MBMW_05,2303.9,2677.8,60.0,60.4,0.4,0,14.37,21.0,49.5,0.016,29,22,5,9,4
F_000607,2026-05-29 10:00:00,M_2026_05_29_03,MBMW_03,1031.7,1784.4,80.0,90.7,10.7,1,14.39,21.1,51.3,0.052,29,22,5,10,4
F_000608,2026-05-29 10:10:00,M_2026_05_29_03,MBMW_04,1821.3,1768.9,50.0,51.0,1.0,0,14.96,21.2,55.0,0.049,29,22,5,10,4
F_000609,2026-05-29 10:20:00,M_2026_05_29_03,MBMW_05,2517.1,4142.8,80.0,82.3,2.3,0,14.42,21.2,48.5,0.037,29,22,5,10,4
F_000610,2026-05-29 10:30:00,M_2026_05_29_03,MBMW_03,3452.0,3946.5,60.0,63.7,3.7,1,14.28,21.1,50.1,0.054,29,22,5,10,4
F_000611,2026-05-29 10:40:00,M_2026_05_29_04,MBMW_04,196.6,1539.0,40.0,41.6,1.6,0,15.39,21.3,49.0,0.041,29,22,5,10,4
F_000612,2026-05-29 10:50:00,M_2026_05_29_04,MBMW_05,3997.1,4568.9,60.0,61.4,1.4,0,14.36,21.5,50.4,0.017,29,22,5,10,4
F_000613,2026-05-29 11:00:00,M_2026_05_29_04,MBMW_03,3139.5,4764.1,70.0,70.2,0.2,0,13.92,21.1,51.8,0.049,29,22,5,11,4
F_000614,2026-05-29 11:10:00,M_2026_05_29_04,MBMW_04,408.8,1633.7,70.0,71.6,1.6,0,14.82,21.4,49.5,0.039,29,22,5,11,4
F_000615,2026-05-29 11:20:00,M_2026_05_29_04,MBMW_05,4367.9,1772.1,80.0,80.0,0.0,0,13.57,22.1,45.8,0.022,29,22,5,11,4
F_000616,2026-05-29 11:30:00,M_2026_05_29_04,MBMW_03,4604.4,2528.2,80.0,80.2,0.2,0,14.42,21.5,52.0,0.045,29,22,5,11,4
F_000617,2026-05-29 11:40:00,M_2026_05_29_04,MBMW_04,305.4,4705.6,50.0,52.8,2.8,0,14.83,21.3,50.2,0.041,29,22,5,11,4
F_000618,2026-05-29 11:50:00,M_2026_05_29_04,MBMW_05,1384.4,4381.6,50.0,51.2,1.2,0,14.43,21.4,49.3,0.039,29,22,5,11,4
F_000619,2026-05-29 12:00:00,M_2026_05_29_04,MBMW_03,4031.0,512.8,70.0,72.1,2.1,0,14.21,21.3,48.9,0.039,29,22,5,12,4
F_000620,2026-05-29 12:10:00,M_2026_05_29_04,MBMW_04,3741.3,1963.7,40.0,41.6,1.6,0,15.1,22.3,50.6,0.027,29,22,5,12,4
F_000621,2026-05-29 12:20:00,M_2026_05_29_05,MBMW_05,922.6,2766.9,60.0,60.8,0.8,0,14.35,22.1,48.6,0.028,29,22,5,12,4
F_000622,2026-05-29 12:30:00,M_2026_05_29_05,MBMW_03,1046.7,2515.7,50.0,52.5,2.5,0,14.56,21.5,48.8,0.034,29,22,5,12,4
F_000623,2026-05-29 12:40:00,M_2026_05_29_05,MBMW_04,1852.4,969.3,50.0,52.3,2.3,0,15.32,22.0,47.4,0.037,29,22,5,12,4
F_000624,2026-05-29 12:50:00,M_2026_05_29_05,MBMW_05,2422.6,4294.1,40.0,42.9,2.9,0,14.8,22.4,48.5,0.013,29,22,5,12,4
F_000625,2026-05-29 13:00:00,M_2026_05_29_05,MBMW_03,3091.3,3384.7,40.0,39.0,-1.0,0,14.52,22.1,51.1,0.045,29,22,5,13,4
F_000626,2026-05-29 13:10:00,M_2026_05_29_05,MBMW_04,1844.6,4189.5,80.0,82.2,2.2,0,15.11,22.0,47.0,0.039,29,22,5,13,4
F_000627,2026-05-29 13:20:00,M_2026_05_29_05,MBMW_05,2312.7,4293.8,60.0,60.4,0.4,0,13.92,22.9,52.0,0.012,29,22,5,13,4
F_000628,2026-05-29 13:30:00,M_2026_05_29_05,MBMW_03,3737.4,3741.8,40.0,39.2,-0.8,0,14.18,21.7,47.3,0.036,29,22,5,13,4
F_000629,2026-05-29 13:40:00,M_2026_05_29_05,MBMW_04,183.4,2196.1,50.0,53.4,3.4,1,15.3,23.1,49.8,0.03,29,22,5,13,4
F_000630,2026-05-29 13:50:00,M_2026_05_29_05,MBMW_05,1262.2,3052.7,50.0,52.0,2.0,0,14.46,22.4,50.4,0.021,29,22,5,13,4
F_000631,2026-06-01 09:00:00,M_2026_06_01_03,MBMW_03,3566.7,801.8,70.0,69.7,-0.3,0,14.18,21.4,50.2,0.05,1,23,6,9,0
F_000632,2026-06-01 09:10:00,M_2026_06_01_03,MBMW_04,4476.0,3368.2,40.0,46.1,6.1,1,14.6,20.7,50.3,0.036,1,23,6,9,0
F_000633,2026-06-01 09:20:00,M_2026_06_01_03,MBMW_05,2558.4,896.3,80.0,79.8,-0.2,0,14.0,20.9,48.7,0.021,1,23,6,9,0
